,Electricity Bill(Monthly in Rs.),Gas Bill (Monthly in Rs.),Oil Bill (Monthly in Rs),Car Mileage (Yearly in Rs.),No. of flights in Past year(4hr or less),No. of flights in past year (4hrs or more),Recycled Newspaper past year,Recycled Aluminium and Tin Past year,CO2 Footprint (Tonnes)
258,918.5632334168727,678.255524407146,4073.5248509719845,45536.580098806386,108,2,No,No,395.9490880047066
259,208.14376103413724,2692.366787606034,3898.4112252070727,82279.19680331403,117,17,Yes,Yes,506.7873207651177
260,6250.20633908149,975.156596490242,246.65610097768734,26713.936004242572,61,3,No,No,444.14462854443104
261,5404.695456619542,1322.1618095660072,5029.020990524003,52049.205754430826,15,35,No,Yes,743.2011287123477
262,456.86128522214113,366.9218286586251,1707.8754352805397,81609.08709969479,183,9,Yes,No,292.51216497647016
263,8833.300294104089,1873.6154073127873,3766.5431865560304,28062.48768290751,181,22,Yes,No,934.0404469995502
264,862.2937109456317,108.35027067411994,767.5247037239058,62998.38414261467,154,33,No,No,276.6833165317704
265,3883.8657545386977,3812.9099348610957,4166.505025197522,55294.82681807062,176,25,No,No,813.3047142102871
266,7596.518725796891,1295.6189972468264,593.4024576836432,64528.517990640044,68,10,No,Yes,585.3452339252239
267,241.23065934151785,1388.9736519715486,4602.5626321643,56561.31707319048,163,19,Yes,No,499.5052353051292
268,6040.978350689145,2546.2912376658055,4791.187570811538,70133.55093131767,197,24,No,No,910.5615037573573
269,2230.8692460127827,3886.1785614887567,3641.2884867985363,28313.61656376103,140,47,No,Yes,718.5536879406337
270,8730.5696001,2734.8832152759414,3704.127074227981,33979.49866631036,120,34,No,Yes,965.5333544743104
271,4748.385313308779,2975.2292240556653,1681.1994434378385,58975.810938131646,136,40,Yes,No,686.6559770864332
272,3452.5199444705595,58.75522331638393,1547.4699976412853,50305.64823540527,3,44,Yes,No,390.1777322285322
273,2597.390636174777,3479.362602530522,2763.1284208315988,42697.837448836355,195,1,Yes,Yes,601.4619466013038
274,7855.532788118892,2374.992170482294,4961.254730495076,19353.35503263745,114,28,No,Yes,949.4500278374259
275,7395.435991961515,687.9960185776614,1322.3284079885532,69239.40594457675,79,31,Yes,No,638.1743009527678
276,6852.879273405022,1489.1103350124129,367.29387549114415,27441.077705676933,1,22,Yes,Yes,518.4957841009075
277,9899.198682728133,1217.5999643443636,3778.2466560642642,28932.61392293887,122,22,No,Yes,924.1232475384978
278,3759.0736133951173,310.6154237037859,631.8617887349714,58233.83394938082,171,25,No,No,421.5862299212237
279,2471.2797709919305,2538.7734859810857,2439.397051463943,78948.13218647978,90,15,Yes,No,514.6212416124557
280,5739.091642180931,581.5311864170438,4286.518909244645,54893.87572099139,20,44,Yes,Yes,703.5040977835077
281,9406.106997592171,2344.560513508719,3996.4710568008904,14282.855737275044,103,47,No,No,1008.5773870582706
282,3430.487241371236,822.9856136581957,3316.2217001202157,24262.25831694669,142,28,Yes,Yes,559.9574429810312
283,2797.727307690107,2524.3783469802634,1773.282467127129,20474.73293192407,9,35,No,Yes,469.7305257709872
284,7842.679730993782,903.7619569196778,2149.535533358757,39108.09764640209,22,14,No,Yes,639.0766448205552
285,1554.6130043817589,73.01923586172364,2144.2217840946746,37121.017260701,40,33,No,Yes,315.9540252321089
286,3383.2987978112938,1390.3372663362884,1542.3376574653546,52490.56993067616,19,42,No,Yes,461.43374613715764
287,6835.373416896671,768.258856115543,1153.8049939732864,82834.96494059618,47,48,No,No,628.7254876441674
288,8407.746026028122,2182.507291664191,2191.953164218541,46552.72015005382,22,40,Yes,No,798.4049774164654
289,4523.763653312614,176.64203100842778,358.8318380849536,24067.76324356188,26,47,No,No,394.42706375986154
290,4797.173121226908,2258.327065488741,4599.597840742853,30504.552644816813,18,50,Yes,No,762.3233360992455
291,873.663950246705,46.94158645066592,3489.192792062464,69452.95631416923,29,10,No,Yes,310.947101172238
292,9219.447005569693,1830.9101257904354,557.8321275534358,50027.22811279652,144,19,Yes,Yes,752.4220197077304
293,6239.279222903139,1537.9840431326616,4088.857934456784,39603.73024506403,47,9,No,No,700.7952682104881
294,8446.668055811368,869.5282978973872,3223.4581934288576,74298.31226418525,71,15,Yes,Yes,772.6235298427932
295,4266.85731977995,2250.3886992771154,4952.14066627408,11693.129940829234,64,34,Yes,No,736.653149971609
296,9245.688442920358,2562.0766055640074,307.94649215903905,13304.148531150038,98,22,Yes,No,744.9447805222192
297,5112.772169033765,2959.0348149598517,1760.0225476537878,24323.423215333896,121,28,No,No,661.1438927721608
298,1800.8256564437465,2765.4396038860987,3398.892404255007,60395.92321013632,156,18,Yes,Yes,581.0227366757285
299,7981.485079608685,2737.1082326295736,4505.84247484557,50737.32535489613,60,37,Yes,Yes,951.7474922364672
300,9257.480846413315,191.7170762514704,4433.912441198166,22752.007128546007,14,24,Yes,No,816.1689866833733
301,782.3972306960935,1290.672771232806,3328.7178223816513,74665.5212057688,109,26,No,Yes,443.6436129421092
302,2747.6504214443025,62.86841038255075,1911.3835971281183,70834.47294151977,146,35,No,Yes,440.9170287205488
303,9438.974592176584,3719.445664709214,2882.134365652306,82910.18581263344,139,41,Yes,No,1053.1401785418498
304,5079.640348398193,1276.7674873583708,2253.8152725255927,65800.01865518227,52,40,Yes,Yes,603.6429816437126
305,7367.083830384423,1074.7980494419303,5011.540994127356,62400.003069849015,64,27,No,Yes,845.6908660716695
306,6476.656995647801,2608.600131054322,4916.701753071714,41099.983279041146,27,13,Yes,No,814.5371415956345
307,1451.7766051463366,2942.601504815039,1722.30252900249,44713.05322933372,174,20,Yes,Yes,485.37659968719976
308,4346.532780481982,2788.291424780949,3019.55162905799,74571.31999554079,58,24,Yes,Yes,659.3386092163189
309,195.8740863947912,3559.9024016312874,3067.309382495435,24200.046181420337,151,50,Yes,Yes,573.0902639740223
310,6186.104971314698,2018.0105084716693,3844.211161451526,9685.037574856633,62,28,No,No,747.6145831528638
311,2215.775235052971,87.60582530163695,2674.1643423264263,64803.213182219704,200,26,Yes,No,464.8980602170368
312,7448.608466989132,235.05880176169057,3153.194729884455,14290.61171524822,48,1,Yes,Yes,615.7928254754129
313,3168.121916377734,3579.7226124787876,493.3163055035399,35171.3139548654,185,34,No,Yes,572.6688780380892
314,1724.1342704245997,1510.0233572675631,2464.9825407461194,68956.29769368883,2,12,Yes,Yes,363.8025265950013
315,1667.5180082941893,3742.80805994141,3176.1218160684584,47821.772243915024,158,47,Yes,No,672.7656012265834
316,4852.6033420543645,1338.6068102038473,2535.4340989476354,74069.68032019133,180,19,No,Yes,638.4400833105731
317,1605.1174005889375,3092.1301795820123,4726.022258559842,75732.77730730323,65,0,Yes,No,579.3732026039906
318,4769.221481713855,1610.4439000895459,2571.4227229186627,60569.41474976184,105,16,No,No,597.2677352157389
319,1667.697183089158,425.4552352573417,2685.464463391078,11816.644326080675,132,34,Yes,No,413.76981865358897
320,6231.780147635534,1211.4480106278174,1109.1344213705215,82169.79035670434,127,1,No,Yes,558.0346403071587
321,8426.862744160611,2769.657159431819,2792.334209940847,64859.24719578172,146,22,No,No,900.0785804425942
322,8726.74173059393,871.553498195148,4602.290652340295,78899.67918395436,188,30,Yes,No,964.5882946463154
323,5860.435091472628,2231.44444398386,3376.221473008413,46793.01993218913,184,11,No,Yes,759.5554317096555
324,3596.206926178701,1043.4453432775267,261.8670818843748,70971.30362495867,55,44,No,Yes,413.55289920477776
325,151.6428355266386,1560.1905577159919,4463.365870334565,24109.728399787055,192,32,No,Yes,527.6667675370569
326,7978.917444813632,608.134821975862,1329.504719357955,78944.62063321241,190,4,No,No,670.5953858002918
327,6594.878049669888,151.17779668558228,1303.7682070969563,39009.89811312869,57,12,Yes,Yes,500.98974538932606
328,8157.954195356059,2019.0185684234254,3461.1779256177856,12181.854029215643,35,18,Yes,Yes,793.5094552373679
329,8786.294110293498,3011.965542291353,2592.8837562490057,44044.00356966891,59,25,No,Yes,870.8459453987928
330,1373.2063179069605,270.0981209770898,4232.205792934715,30725.724963651588,154,22,No,Yes,470.7217717028664
331,8661.873823495114,3947.7193361246605,263.3510133004207,62990.19914546199,191,44,No,No,903.7891017939694
332,9689.343002962325,2234.0048329652745,2092.180041023983,29333.02630328035,146,32,No,Yes,906.5624790938499
333,858.7142417604655,140.86250775779317,221.65137342918354,63366.80395054509,65,42,Yes,No,218.26396950892277
334,4929.019235540173,3349.226825422234,1450.1892047344581,37725.64432509869,60,14,No,Yes,595.3372377764372
335,3203.1224169933444,814.4957493598201,1693.2023193927075,14263.322000445138,177,40,Yes,No,497.65789696940493
336,5651.905864049642,1007.2101249835519,1728.6940356253076,9417.579086120597,15,21,Yes,Yes,505.4447461760903
337,1615.4328411890247,224.79348321865953,4824.43060943389,27334.648440950263,139,27,No,No,516.0143975985935
338,2929.4640841359674,2642.22048325518,2292.3580232407053,21186.022524166205,37,40,No,No,538.9251469981808
339,1980.3766579813348,2613.5296572902457,2482.8039157830967,38535.64642477309,30,44,Yes,No,510.06308313128835
340,5010.303211458661,2588.452385368271,2911.63230361353,9609.492388992678,58,22,No,No,647.7126434812305
341,2073.261040022066,2178.5859739876564,4551.034284816936,61927.60258039526,80,6,No,No,562.1918083469235
342,3152.022651429227,3172.3547059514194,1641.1033171245147,59336.89058849552,127,41,No,Yes,608.3322204624748
343,2220.8950010392778,328.55459478451564,434.49700963996906,28871.570818915625,21,33,Yes,Yes,253.9494552988791
344,6679.245514634357,2299.055174727393,1837.8765557747222,62912.836346815195,170,7,Yes,Yes,708.9513819497556
345,8760.700885453874,75.80076523362521,177.58373963782984,53731.926579034116,144,7,No,Yes,589.8659289493496
346,198.40768634777066,1963.7376810548528,3578.9509508949077,79667.96610877904,171,3,Yes,No,447.9252071271677
347,9790.697330014831,2514.7618807349663,3188.109699397148,26591.18127165716,103,32,No,Yes,963.8103231826078
348,548.307913447919,3915.321678287092,2649.4717204721956,17750.152790799988,183,32,No,Yes,562.189016125133
349,9682.142597732385,179.56164167665523,1600.0803395650626,29294.445419686388,68,30,No,No,723.2903176951768
350,1278.723290889002,845.7020965107135,3925.058167956052,64108.178553843456,142,29,No,No,500.6958498567701
351,9837.757226292566,3267.2751525649264,346.7438332428956,18087.750246953772,68,25,Yes,No,807.2328878157887
352,5935.731353930602,3355.95055736439,566.1625440792527,31835.97490272547,45,48,No,Yes,662.8186941700413
353,3350.8416781145465,975.8562421989911,2224.542222128425,31562.730726865193,159,9,Yes,No,472.63855500382846
354,8607.415306927842,3934.275920278547,4764.017710626881,74689.36457327448,61,1,No,No,993.0330890851976
355,95.52452994718935,3127.884288967098,2316.171637362805,79348.43934508995,192,14,Yes,No,467.91829404530915
356,5465.053276891842,2043.102647816102,847.3277402874062,15000.116072409579,146,15,No,No,561.4522492220074
357,2049.7833221637316,179.87134323799015,2178.2514548435715,73170.14121031121,196,3,No,No,383.6052829103251
358,4629.134152708512,2049.854642125736,739.5178391350576,25723.374848139727,109,23,Yes,Yes,513.140402704944
359,4168.612255326204,2213.1340802706163,2198.705068980997,17640.89170276199,17,15,Yes,No,508.66967123885036
360,1087.9563336534616,471.8492194790731,4322.169792716946,15351.402772344449,98,33,Yes,No,458.7391889230416
361,3339.9901685320588,898.7899821289138,878.7773256569336,46849.304586311366,111,35,Yes,No,428.82535212091085
362,3471.8618590395804,1631.5939292261999,3147.877208836209,51001.387541653574,72,28,No,Yes,567.2240392621525
363,3832.7637276627497,642.8546886919253,3923.4358172446964,10221.021027717547,190,38,Yes,No,648.8643938388943
364,1470.3288233465823,3561.764815297943,1930.8758640964106,49224.94484371706,68,42,Yes,No,522.606255563553
365,5785.105122417927,926.7251760426547,4368.342764137619,9612.126133114656,71,36,Yes,Yes,721.2292466655363
366,3542.919801432843,2430.517134523204,2744.2089062943214,62638.34022736051,19,0,Yes,Yes,503.84538673312903
367,9474.766947330536,1976.574476517409,319.0810340507976,62192.54191954816,36,42,No,No,756.1645572341087
368,5164.344968048437,2511.9353889856156,3187.4804585362476,44918.57286998487,62,0,No,Yes,635.0322009352299
369,3137.531715051613,3572.9979348395204,4879.28267279971,17901.487415379554,87,41,No,Yes,773.195365161543
370,1010.6202075677852,628.2775671801556,3159.635807210101,29792.47261886608,161,18,No,No,404.6545829660897
371,3941.604984935683,2524.224379811179,1233.770964850243,35151.27756716717,88,43,Yes,Yes,566.0488558022801
372,69.10530851842617,636.7452575755627,2210.142554760977,67255.01576666205,104,2,Yes,No,250.17894029176114
373,277.63859314734674,243.1390070077428,1434.6991484426635,34478.12770889445,172,28,No,No,278.39518634016605
374,1005.817575204541,1030.9140732170963,4265.385875184477,61109.98105596824,131,14,No,Yes,475.00315600716635
375,2158.7874883956947,3940.5558074040946,4983.424323706294,47731.49568388927,77,30,Yes,Yes,728.9829381140308
376,413.2323133944686,191.5746500682338,4729.173023223325,68063.44234048651,98,41,No,Yes,470.02770111840186
377,7451.014366022219,3721.4507190442373,736.4863458046405,77349.60086692307,77,15,No,Yes,734.1609878463856
378,6848.11684089067,111.21892939976762,187.22165221542065,26481.246482499497,117,9,No,Yes,470.6452436510065
379,7323.281883118741,1897.5712685531093,1537.7714673561354,50243.27693330106,50,8,Yes,No,636.0079727570476
380,937.4034830215476,1129.4281638001473,3780.8807456135573,62507.3917677921,3,6,No,No,361.84384333358287
381,7372.100450831885,3409.386206824329,1414.230566921557,41428.616390029914,156,26,Yes,No,805.3793800320809
382,6498.297497407042,1405.020378520857,2172.207241580846,72248.424999192,122,34,Yes,Yes,708.0920255102134
383,8744.52389054056,1555.1368137423588,567.133537450296,71034.7961921099,71,39,No,Yes,725.7759763366785
384,8290.165895527492,3072.2888759322773,2967.5203828998833,64802.91592672527,181,26,No,No,946.7159289265379
385,1663.217885226366,2455.5371496279276,1035.9538424634816,30430.00335576019,167,23,No,No,429.4108827545624
386,5226.508525701471,3656.4629225998992,4768.811742559486,10609.471676086561,59,48,No,Yes,878.1266058024871
387,1567.1643535889546,1376.3773246538851,1021.7808198897909,16099.037384303305,5,25,Yes,No,276.4586741983221
388,3291.9595268921817,187.37485343636416,2234.81693882205,69033.2203470513,171,48,Yes,Yes,535.8503340477797
389,2819.7487311225386,2066.0136816239205,195.98781016806112,9255.881715455434,48,46,No,No,399.00691122128944
390,4042.0661684619217,342.3470821409793,5033.0534744092665,78257.66605282118,163,36,No,Yes,714.4029950516403
391,8494.202531958463,3018.2385798043556,4752.747327497586,41535.5410286373,61,43,Yes,No,1017.5729210774733
392,1875.115275988533,1265.5949672489305,553.5809683573411,30849.141504706895,13,19,Yes,Yes,257.3000233765158
393,5978.059215569332,1587.2694428906937,4328.504097484796,74932.74812554543,66,44,Yes,No,804.5216715866327
394,3075.951454273388,3094.2404379664085,1341.9851737721144,76164.95761758134,163,13,Yes,Yes,548.0923949196584
395,9055.497441069745,2994.9398309551702,3859.8606775787,75135.34983994832,85,50,Yes,No,1037.2415482512843
396,5391.9673074754355,3863.08491537283,3789.113072950866,33737.067629932135,24,34,No,No,801.476272035081
397,1466.4750508626728,1516.2430821130008,4714.6639594795715,59173.19432901802,62,20,Yes,Yes,524.4446274517807
398,5348.089241896491,1170.7916510720506,281.9774325497858,71538.3584955523,96,25,No,Yes,494.3226234256545
399,8791.125664597985,2237.926464105688,2010.8119011339948,11813.604213218881,119,35,No,No,839.9274828352351
400,2151.9767950348783,80.59546863629818,569.4521621321112,54117.728400446314,124,37,No,Yes,320.4525937213773
401,3900.826119173578,2237.8867440679637,2075.2946923823292,16083.196980439097,33,15,No,No,497.214438247056
402,5352.284527558171,3944.3091825284137,2179.79057460287,43356.79021357639,112,24,Yes,Yes,742.7552693789705
403,9854.718918338784,506.1663021056735,727.0737850436936,41427.49311283239,70,1,Yes,Yes,642.0900027078715
404,5491.512270028406,2499.583807996438,2260.871662692911,69615.06441033381,13,33,Yes,Yes,654.5197434805357
405,7334.5679352372545,3384.4335948188746,2190.372491110559,52128.93159857723,34,50,Yes,No,835.8775540571313
406,9768.327834203825,3572.806859820252,2718.703054362759,36084.243378321175,2,20,No,Yes,913.4615701421968
407,3977.4353068373302,147.64428688920339,1884.0690678853332,53248.96811477325,198,37,Yes,Yes,534.3499234114997
408,141.52963576871355,1868.1373922860212,2378.7219195760254,22005.819318877002,35,29,No,No,331.82260605987545
409,8118.4178964821085,3591.5813768143007,711.4042336160119,45153.2492239745,180,15,Yes,Yes,804.8048344908361
410,5523.458160021898,699.5563799367594,427.4285725979631,27510.22727400091,160,50,Yes,Yes,559.7245174728448
411,5007.451762721441,2637.569372562292,330.77288974625185,77312.09953103056,185,12,Yes,No,578.8235571878164
412,6457.624879618977,1676.9714251882249,3102.026149720192,71473.80318113678,51,22,Yes,No,707.095935718118
413,8467.676720725678,3732.351237319432,1854.5410924253363,64587.39374249485,175,7,Yes,Yes,882.4450600476852
